product_name,price_sale,price_original,discount_rate,category,brand,product_url,type,rating_count,crawled_at,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Công nghệ NFC,Dung lượng RAM,Bộ nhớ trong,Pin,Thẻ SIM,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Loại CPU,Tương thích,Tần số quét,Kiểu màn hình,Quay video,Tính năng camera,Quay video trước,GPU,Hồng ngoại,Jack tai nghe 35,Hỗ trợ mạng,GPS,Khe cắm thẻ nhớ,Công nghệ sạc,Cổng sạc,Kích thước,Trọng lượng,Chất liệu mặt lưng,Chất liệu khung viền,Hệ thống làm mát,Tiện ích khác,Công nghệ âm thanh,Cảm biến vân tay,Các loại cảm biến,Tính năng đặc biệt,Wi-Fi,Bluetooth,Thời điểm ra mắt,"Chỉ số kháng nước, bụi",Công nghệ - Tiện ích,Cảm biến,Hãng sản xuất,Chất liệu,Tiện ích,,Loại card đồ họa,Loại RAM,Số khe ram,Ổ cứng,Cổng giao tiếp,Chip AI,Chất liệu tấm nền,Khe đọc thẻ nhớ,Chất liệu vỏ trên,Chất liệu vỏ dưới,Loại đèn bàn phím,Bảo mật,Webcam,Chất liệu vỏ màn hình,Nguồn,Tính năng khác,Socket,Loại màn hình,Lenovo Tab,Micro,Thời lượng sử dụng Pin,Phương thức điều khiển,Cổng kết nối,Công suất,Thời lượng pin,Tính năng,Số thiết bị kết nối cùng lúc,Thời gian sạc,Thao tác điều khiển,Chống nước,Kết nối,Ứng dụng kết nối,Phạm vi kết nối cho phép,Dung lượng pin,Loa,Phạm vi kết nối,Tính năng sạc,Định dạng âm thanh
Tai nghe chụp tai Sony MDR-ZX310AP,630000,630000,0%,Tai nghe,Sony,https://cellphones.com.vn/sony-mdr-zx310ap.html,Phu kien,2,2025-12-27 04:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai nghe có dây Pioneer SE-C3T,190000,190000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-co-day-pioneer-se-c3t.html,Phu kien,1,2025-12-27 04:28:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 x 15 x 5 cm,250 g,,,,,,,,,,,,,,,Pioneer,,,,,,,,,,,,,,,,,,,"Chiều dài dây: 1.2 m
Dải tần 8 Hz – 22 kHz
Trở kháng 16 ohms
Độ nhạy 100 dB",,,,Mic đàm thoại,,,3.5mm,,,,,,,,,,,,,,,
Tai nghe không dây ROG Pelta Wireless Headset,2990000,2990000,0%,Tai nghe,ASUS,https://cellphones.com.vn/tai-nghe-khong-day-asus-rog-pelta-wireless-headset.html,Phu kien,0,2025-12-27 04:28:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309g,,,,,,,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,"Công nghệ SpeedNova
Tương thích đa nền tảng",,,,Có,"Tắt đèn RGB (chế độ 2.4 GHz): 70 giờ
Bật đèn RGB (chế độ 2.4 GHz): 45 giờ
Tắt đèn RGB (chế độ Bluetooth): 90 giờ
Bật đèn RGB (chế độ Bluetooth): 60 giờ",Nút bấm và mún vặn vật lý,Type C,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Edifier X5 Pro,690000,690000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-x5-pro.html,Phu kien,8,2025-12-27 04:28:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 32.64 x 20.96 x 24.33 mm
Hộp sạc: 59 x 48.95 x 27.4 mm",,,,,,Chống ồn chủ động ANC,,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Sạc nhanh
Chống nước và bụi IP55",,,,Có,"Tai nghe: 7 giờ
Hộp sạc: 24 giờ (Tắt ANC)",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Xiaomi Buds 3T Pro,1490000,1490000,0%,Tai nghe,Xiaomi,https://cellphones.com.vn/tai-nghe-khong-day-xiaomi-buds-3t-pro.html,Phu kien,2,2025-12-27 04:28:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 4.9 g
Hộp sạc: 48 g",,,,,"Chống ồn chủ động
Xuyên âm
Codec LHDC 4.0",,,,,,,,,,Xiaomi,,,,,,,,,,,,,,,,,,,Chống nước IP55,,,,Có,"Tai nghe: 6 giờ
Hộp sạc: 24 giờ",Chạm cảm ứng,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless OPPO Enco Air 2 Pro,960000,960000,0%,Tai nghe,OPPO,https://cellphones.com.vn/tai-nghe-bluetooth-oppo-enco-air-2-pro.html,Phu kien,0,2025-12-27 04:28:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"codecSBC
codecAAC
Active Noise Cancelling",,,,,,,,,,OPPO,,,,,,,,,,,,,,,,,,,"Chụp ảnh nhanh
Game Mode
Sạc nhanh
Chống ồn đàm thoại",,,,Có,,Cảm ứng chạm,,,,,,,,,,,,,,10 m,,
Tai nghe Bluetooth True Wireless Ugreen Hitune P3 - WS207,360000,360000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-ugreen-hitune-p3.html,Phu kien,0,2025-12-27 04:28:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hộp sạc: 49 x 25.6 x 66 mm,3.6g,,,,,Khử tiếng ồn cuộc gọi ENC,,,,,,,,,,Ugreen,,,,,,,,,,,,,,,,,,,"Độ trễ thấp 0,06S
Kháng nước IPX5",,,,2 micro,Tai nghe: 5.5 giờ Hộp sạc: 28 giờ,,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Edifier W260NC,1290000,1290000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-w260nc.html,Phu kien,1,2025-12-27 04:28:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 36.2 x 20.3 x 23.6mm
Hộp sạc: 60 x 25.6 x 51mm",,,,,,Hi-Res,,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Sạc nhanh
Chống bụi và nước chuẩn IP54",,,,"Có
6 micro","Tai nghe: 8 giờ
Hộp sạc: 24 giờ",Edifier Connect,,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai Edifier W80,2090000,2090000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-edifier-w80.html,Phu kien,0,2025-12-27 04:28:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chống ồn chủ động ANC
Hi-Res Audio
Hi-Res Wireless Audio
Spatial Sound
Ambient Sound",,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,Độ trễ thấp 0.08s,,,,Có,"Bật ANC: 40 giờ
Tắt ANC: 65 giờ",Nút bấm vật lý,,,,,,,,,,,,,,,,
Tai nghe chụp tai Gaming ASUS TUF H1 Gen II,1090000,1090000,0%,Tai nghe,ASUS,https://cellphones.com.vn/tai-nghe-chup-tai-asus-tuf-h1-gen-2.html,Phu kien,0,2025-12-27 04:28:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297g,,,,,Âm thanh vòm ảo 7.1,,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,Có,,Nút bấm vật lý,USB,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai Baseus Bowie H1S,1190000,1190000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-baseus-bowie-h1s.html,Phu kien,0,2025-12-27 04:28:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173mm (Rộng) x 185mm (Dài),279g,,,,,"Hi-Res Audio
Hi-Res Wireless
Chống ồn chủ động ANC
Chống ồn môi trường ENC",,,,,,,,,,Baseus,,,,,,,,,,,,,,,,,,,,,,,Có,"Thời lượng pin 5 ngày
Sau một ngày hoạt động, tai nghe này vẫn còn đủ pin vào giờ đi ngủ
Thời gian chơi 60 giờ khi bật ANC
Thời gian phát nhạc 120 giờ khi tắt ANC",,,,,,,,,,,,,,,,,
Tai nghe có dây Gaming Havit FUXI-H5D,350000,350000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-co-day-havit-fuxi-h5d.html,Phu kien,0,2025-12-27 04:28:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Havit,,,,,,,,,,,,,,,,,,,,,,,Có,,,3.5mm,,,,,,,,,,,,,,,
Tai nghe chụp tai Gaming Sony Inzone H9 II,6990000,6990000,0%,Tai nghe,Sony,https://cellphones.com.vn/tai-nghe-gaming-khong-day-sony-inzone-h9-ii.html,Phu kien,0,2025-12-27 04:28:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260g,,,,,,,,,,,,,,,Sony,,,,,,,,,,,,,,,,,,,Kết nối Bluetooth hoặc không dây 2.4GHz,,,,Có,30 giờ,Nút bấm vật lý,3.5mm,,,,,,,,,,,,,,,
Tai nghe kiểm âm AKG K52,1090000,1090000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-kiem-am-akg-k52.html,Phu kien,0,2025-12-27 04:28:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200g,,,,,,,,,,,,,,,AKG,,,,,,,,,,,,,,,,,,,Tần số đáp ứng: 18 - 20.000Hz,,,,,,,3.5mm,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Edifier X3 Lite,490000,490000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-x3-lite.html,Phu kien,6,2025-12-27 04:28:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 19.5 x 21.45 x 25.3mm
Hộp sạc: 54.3 x 40.8 x 25mm","Tai nghe: 4g
Hộp sạc: 33g",,,,,,,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Chống ồn môi trường ENC
Chống bụi và chống mồ hôi tiêu chuẩn IP55",,,,"Có
2 micro","Tai nghe: 6 giờ
Hộp sạc: 18 giờ",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless SoundPEATS Life,790000,790000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-soundpeats-life.html,Phu kien,1,2025-12-27 04:29:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chip TWS200
Chống ồn chủ động + AI ENC
Chế độ Game Mode
Chế độ xuyên âm",,,,,,,,,,Soundpeats,,,,,,,,,,,,,,,,,,,,,,,Có,,Chạm cảm ứng,,,,,,,,,,,,"Tai nghe: Dùng 5 giờ
Hộp sạc: Dùng 25 giờ",,10m,,
Tai nghe Bluetooth True Wireless SoundPeats Breezy,690000,690000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-soundpeats-breezy.html,Phu kien,0,2025-12-27 04:29:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soundpeats,,,,,,,,,,,,,,,,,,,Chống ồn đàm thoại ENC,,,,Có (2 micro AI),,Cảm ứng chạm,,,,,,,,,,,,,,,,
Tai nghe chụp tai Sennheiser HD660S2,11890000,11890000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-sennheiser-hd660s2.html,Phu kien,0,2025-12-27 04:29:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260g,,,,,,,,,,,,,,,Sennheiser,,,,,,,,,,,,,,,,,,,Tần số đáp ứng: 8 – 41.500 Hz,,,,Có,,,3.5mm,,,,,,,,,,,,,,,
Tai nghe không dây chống ồn Baseus Bowie M2S Ultra,1690000,1690000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-khong-day-baseus-bowie-m2s-ultra.html,Phu kien,0,2025-12-27 04:29:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 52 x 62 mm
Hộp sạc: 29 x 21 mm",,,,,,"Beasus Tech-Pack
Codec LHDC 5.0
Game Mode
Chống ồn chủ động",,,,,,,,,,Baseus,,,,,,,,,,,,,,,,,,,Chống ồn lên đến 52 dB,,,,4 Micro ENC,"Tai nghe: 7 giờ
Hộp sạc: 25 giờ",Cảm ứng chạm,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Edifier X3 Pro,750000,750000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-x3-pro.html,Phu kien,0,2025-12-27 04:29:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chống ồn chủ động ANC,,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Chống bụi và nước IP54
Độ trễ: 0.05s
Kết nối đa thiết bị",,,,Có,"Tai nghe: 6 giờ
Hộp sạc: 13 giờ (Bật ANC)
Tai nghe: 7h
Hộp sạc:15h (Tắt ANC)",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai Havit H655BT,750000,750000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-havit-h655bt.html,Phu kien,8,2025-12-27 04:29:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chống ồn chủ động ANC
Âm thanh nổi Stereo",,,,,,,,,,Havit,,,,,,,,,,,,,,,,,,,Chế độ Gamemode,,,,"Có
4 mic",,,3.5mm,,,,,,,,,,,"Tắt ANC: 65 giờ
Bật ANC: 55 giờ",,10 m,,
Tai nghe chụp tai Gaming HyperX Cloud Stinger 2,1150000,1150000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-co-day-hyperx-cloud-stinger-2.html,Phu kien,3,2025-12-27 04:29:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9 x 9.5 x 19.5 cm,272g,,,,,Âm thanh không gian DTS,,,,,,,,,,HyperX,,,,,,,,,,,,,,,,,,,Chụp tai xoay có thể điều chỉnh,,,,Có,,,3.5mm,,,,,,,,,,,,,,,
Tai nghe thể thao SoundPeats Hearfit,790000,790000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-the-thao-soundpeats-hearfit.html,Phu kien,0,2025-12-27 04:29:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soundpeats,,,,,,,,,,,,,,,,,,,,,,,"Có, Dual Mic ENC",,Cảm ứng chạm,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Ugreen Hitune T3 Pro - WS206,590000,590000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-hitune-t3-pro.html,Phu kien,0,2025-12-27 04:29:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tai nghe: 4.3g,,,,,"Chống ồn chủ động ANC
Chống ồn môi trường ENC",,,,,,,,,,Ugreen,,,,,,,,,,,,,,,,,,,"Giảm tiếng ồn lên đến 30dB
Hỗ trợ khử tiếng ồn AI
Kháng nước IPX5",,,,4 micro tích hợp,"Tai nghe: 7.5 giờ
Hộp sạc: 30 giờ",Cảm ứng chạm,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Trusmi WS02,220000,220000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-trusmi-ws02.html,Phu kien,1,2025-12-27 04:29:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trusmi,,,,,,,,,,,,,,,,,,,,,,,Có,"Tai nghe: 4 giờ
Hộp sạc: 15 giờ",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Nokia E3500,990000,990000,0%,Tai nghe,Nokia,https://cellphones.com.vn/tai-nghe-khong-day-nokia-e3500.html,Phu kien,3,2025-12-27 04:29:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chống ồn đàm thoại,,,,,,,,,,Nokia,,,,,,,,,,,,,,,,,,,Tự động kết nối khi mở hộp sạc,,,,Có,,Cảm ứng chạm,,,,,,,,,,,,"Tai nghe: Dùng 7 giờ
Hộp sạc: Dùng 25 giờ",,10 m,,
Tai nghe Bluetooth True Wireless Trusmi WS09,290000,290000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-trusmi-ws09.html,Phu kien,0,2025-12-27 04:29:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chống ồn chủ động ANC,,,,,,,,,,Trusmi,,,,,,,,,,,,,,,,,,,Chống ồn môi trường ENC,,,,Có,"Tai nghe: 6 giờ
Hộp sạc: 35 giờ",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Edifier NeoBuds Pro 2,1790000,1790000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-khong-day-edifier-neobuds-pro-2.html,Phu kien,1,2025-12-27 04:29:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 5.6g (mỗi bên )
Hộp sạc: 49.2g",,,,,"Loại bỏ tiếng ồn cuộc gọi thoại
Chống ồn chủ động
Xuyên âm
Spartial Sound",,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Sạc nhanh
Chống bụi và nước IP54",,,,"Có
8 micro","Tai nghe: 5.5 giờ
Hộp sạc: 16.5 giờ (Tắt chống ồn)",,,,,,,,,,,,,,,,,
Tai nghe chụp tai Logitech H111,279000,279000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-logitech-h111.html,Phu kien,1,2025-12-27 04:29:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logitech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Trusmi WS08,350000,350000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-trusmi-ws08.html,Phu kien,4,2025-12-27 04:29:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trusmi,,,,,,,,,,,,,,,,,,,Màn hình LED hiển thị trực quan,,,,Có,"Hộp sạc: 20 giờ
Tai nghe: 4.5 giờ",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Edifier NeoBuds Pro 3,2500000,2500000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-neobuds-pro-3.html,Phu kien,0,2025-12-27 04:29:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,Sạc nhanh,,,,,,,,,,,,,,,,,,,,,,
Tai nghe có dây Havit E48P (Cổng jack 3.5),160000,160000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-co-day-havit-e48p-jack-3-5.html,Phu kien,0,2025-12-27 04:30:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Havit,,,,,,,,,,,,,,,,,,,Tần số đáp ứng: 20Hz to 20kHz,,,,Có,,Nút bấm vật lý,3.5mm,,,,,,,,,,,,,,,
Tai nghe Bluetooth thể thao Edifier Lolliclip,2350000,2350000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-khong-day-edifier-lolliclip.html,Phu kien,0,2025-12-27 04:30:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 7g
Hộp sạc: 46g",,,,,"Chống ồn chủ động ANC
360° Spatial Audio
Hi-Res Wireless",,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Google Fast Pair
Theo dõi nhịp tim và nồng độ oxy trong máu
Kháng nước IP56",,,,Có (3 micro/tai nghe),"Tai nghe: 9 giờ
Hộp sạc: 39 giờ",Cảm ứng chạm,,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai Edifier WH500,590000,590000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-wh500.html,Phu kien,3,2025-12-27 04:30:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.3 x 67.2 x 184mm,172g,,,,,,,,,,,,,,,Edifier,,,,,,,,,,,,,,,,,,,"Chế độ âm nhạc & Chế độ trò chơi
Tuỳ chỉnh EQ qua ứng dụng",,,,Có,"Sạc đầy sẽ cung cấp cho bạn 40 giờ phát lại liên tục
10 phút sạc nhanh sẽ cung cấp cho bạn thêm 6 giờ phát lại",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Trusmi WS17,350000,350000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-trusmi-ws17.html,Phu kien,0,2025-12-27 04:30:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chống ồn chủ động ANC
Chống ồn môi trường ENC",,,,,,,,,,Trusmi,,,,,,,,,,,,,,,,,,,,,,,Có,"Tai nghe: 8 giờ
Hộp sạc: 18 giờ",,,,,,,,,,,,,,,,,
Tai nghe Bluetooth True Wireless Bowers & Wilkins Pi6,7755000,7755000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-bowers-wilkins-pi6.html,Phu kien,0,2025-12-27 04:30:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tai nghe: 7g
Hộp sạc: 46g",,,,,"Chống ồn chủ động ANC
DSP",,,,,,,,,,Bowers & Wilkins,,,,,,,,,,,,,,,,,,,"Kháng nước, bụi chuẩn: IP54
Kết nối đa điểm",,,,Có,"Tai nghe: 8 giờ
Hộp sạc: 16 giờ",Cảm ứng chạm,,,,,,,,,,,,,,,,
Tai nghe chụp tai Gaming Asus TUF H1,740000,740000,0%,Tai nghe,ASUS,https://cellphones.com.vn/tai-nghe-chup-tai-asus-tuf-h1.html,Phu kien,0,2025-12-27 04:30:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stereo
Virtual 7.1 (Windows sonic)",,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,"Trở kháng tai nghe: 60 ohm
Chất liệu bộ truyền âm: Nam châm neođim",,,,"Hướng âm của micro: Định hướng
Độ nhạy của micro: -45dB
Đáp ứng tần số micrô: 100Hz - 10Khz",,,3.5mm,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai SoundPEATS A6,710000,710000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-soundpeats-a6-chong-on.html,Phu kien,7,2025-12-27 04:30:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chống ồn chủ động (ANC),,,,,,,,,,Soundpeats,,,,,,,,,,,,,,,,,,,,,,,Có,,Nút bấm vật lý,3.5mm,,,,,,,,,,,"27 giờ (bật ANC)
37 giờ (tắt ANC)",,,,
Tai nghe Bluetooth True Wireless Alpha Works Curve 100,290000,290000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-alpha-works-curve-100.html,Phu kien,0,2025-12-27 04:30:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hộp sạc: 56x56x23 mm
Tai nghe: 33x8x17 mm","Hộp sạc: 33 gr
Tai nghe: 3.8 gr",,,,,Hi-Fi Stereo Sound,,,,,,,,,,Alpha Works,,,,,,,,,,,,,,,,,,,Kháng nước IPX4,,,,4 mic,"Hộp sạc: 16 giờ
Tai nghe: 4 giờ",,Type C,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai SoundPEATS A8,790000,790000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-soundpeats-a8.html,Phu kien,3,2025-12-27 04:30:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hi-Res Audio
Chống ồn chủ động ANC",,,,,,,,,,Soundpeats,,,,,,,,,,,,,,,,,,,Sạc nhanh,,,,Có,,Nút bấm,,,,,,,,,,,,,,10m,,
Tai nghe Bluetooth chụp tai EarFun Tune Pro,1190000,1190000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-earfun-tune-pro.html,Phu kien,0,2025-12-27 04:30:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56 x 16.59 x 8.27 cm,500g,,,,,"Chống ồn chủ động ANC
Hi-Res Audio
Tùy chỉnh EQ",,,,,,,,,,EarFun,,,,,,,,,,,,,,,,,,,"Độ trễ 0.055s
Tính năng kết nối đa điểm",,,,Có (4 micro + thuật toán AI),"Tắt ANC: 120 giờ
Bật ANC: 80 giờ",Cảm ứng chạm,3.5mm,,,,,,,,,,,,,,,
Tai nghe chụp tai ASUS TUF Gaming H3 2.4GHz (Cổng USB-C),2090000,2090000,0%,Tai nghe,ASUS,https://cellphones.com.vn/tai-nghe-khong-day-asus-tuf-gaming-h3.html,Phu kien,0,2025-12-27 04:30:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Âm thanh vòm 7.1,,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,Có,,Nút bấm và mún vặn vật lý,Type C,,,,,,,,,,,,,25m,,
Tai nghe Bluetooth True Wireless EarFun Air 2,790000,790000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-bluetooth-earfun-air-2.html,Phu kien,3,2025-12-27 04:30:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Âm thanh Hi-Res Wireless,,,,,,,,,,EarFun,,,,,,,,,,,,,,,,,,,"Công nghệ SweatShield™
Sạc nhanh",,,,"Có
4 mic AI",,Cảm ứng chạm,,,,,,,,,,,,,,15m,,
Tai nghe kiểm âm AKG K72,1590000,1590000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-kiem-am-akg-k72.html,Phu kien,0,2025-12-27 04:30:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200g,,,,,,,,,,,,,,,AKG,,,,,,,,,,,,,,,,,,,Tần số đáp ứng: 16 - 20.000Hz,,,,,,,3.5mm,,,,,,,,,,,,,,,
Tai nghe Bluetooth chụp tai Tronsmart Sounfii Q20,490000,490000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-tronsmart-sounfii-q20.html,Phu kien,0,2025-12-27 04:30:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186 x 181.9 x 82.3 mm,246 gr,,,,,"Dải tần số đáp ứng: 20Hz – 20KHz
Driver 40mm",,,,,,,,,,Hãng khác,,,,,,,,,,,,,,,,,,,"Trợ lý giọng nói, Hỗ trợ Siri, Trợ lý Google",,,,,60 giờ,,,,,,,,,,,,,,,,,
Tai nghe chụp tai Sennheiser HD 569,4590000,4590000,0%,Tai nghe,Khac,https://cellphones.com.vn/tai-nghe-chup-tai-sennheiser-hd-569.html,Phu kien,0,2025-12-27 04:30:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sennheiser,,,,,,,,,,,,,,,,,,,,,,,Có,,,3.5mm,,,,,,,,,,,,,,,
